Time,Voltage
11.227,2.2802734375
11.237,2.2802734375
11.247,2.28515625
11.257,2.28515625
11.267,2.294921875
11.277,2.2900390625
11.287,2.2998046875
11.297,2.2900390625
11.307,2.2998046875
11.317,2.294921875
11.327,2.3046875
11.337,2.294921875
11.347,2.294921875
11.357,2.2802734375
11.367,2.2998046875
11.377,2.294921875
11.387,2.3095703125
11.397,2.3046875
11.407,2.314453125
11.417,2.3095703125
11.427,2.3193359375
11.437,2.3095703125
11.447,2.3193359375
11.457,2.314453125
11.467,2.32421875
11.477,2.3193359375
11.487,2.3291015625
11.497,2.32421875
11.507,2.333984375
11.517,2.3291015625
11.527,2.3388671875
11.537,2.333984375
11.547,2.34375
11.557,2.333984375
11.567,2.3388671875
11.577,2.3388671875
11.587,2.3486328125
11.597,2.3388671875
11.607,2.3486328125
11.617,2.34375
11.627,2.353515625
11.637,2.3486328125
11.647,2.3583984375
11.657,2.353515625
11.667,2.3583984375
11.677,2.3486328125
11.687,2.3486328125
11.697,2.3486328125
11.707,2.3583984375
11.718,2.353515625
11.727,2.3583984375
11.737,2.353515625
11.747,2.3583984375
11.758,2.36328125
11.768,2.3583984375
11.778,2.36328125
11.788,2.36328125
11.798,2.373046875
11.808,2.3681640625
11.818,2.3681640625
11.828,2.373046875
11.838,2.3779296875
11.848,2.373046875
11.858,2.3828125
11.868,2.3779296875
11.878,2.3876953125
11.888,2.3779296875
11.898,2.392578125
11.908,2.3876953125
11.918,2.392578125
11.928,2.3876953125
11.938,2.3974609375
11.948,2.3876953125
11.958,2.3974609375
11.968,2.392578125
11.978,2.4072265625
11.988,2.392578125
11.998,2.40234375
12.008,2.3974609375
12.018,2.4072265625
12.028,2.40234375
12.038,2.412109375
12.048,2.40234375
12.058,2.4169921875
12.068,2.40234375
12.078,2.4169921875
12.088,2.4072265625
12.098,2.4169921875
12.108,2.4072265625
12.118,2.421875
12.128,2.412109375
12.138,2.421875
12.148,2.4169921875
12.158,2.4267578125
12.168,2.4169921875
12.178,2.4267578125
12.188,2.4169921875
12.198,2.431640625
12.208,2.421875
12.218,2.4365234375
12.228,2.4267578125
12.238,2.4365234375
12.248,2.431640625
12.258,2.44140625
12.268,2.4365234375
12.278,2.44140625
